 propety , "x" ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Consejeros_de_Estado_de_Espa�a_del_siglo_XXI ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Diputados_de_la_III_Legislatura_de_Espa�a ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Diputados_de_la_IV_Legislatura_de_Espa�a ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Diputados_por_la_provincia_de_Valladolid ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Grandes_cruces_de_la_Orden_de_San_Raimundo_de_Pe�afort ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Grandes_cruces_de_la_Orden_del_M�rito_Civil ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Magistrados_del_Tribunal_Supremo_de_Espa�a ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Miembros_del_Consejo_General_del_Poder_Judicial_(1980-1985) ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Ministros_de_Justicia_de_Espa�a_del_reinado_de_Juan_Carlos_I ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Ministros_del_Gobierno_de_Espa�a_de_la_III_Legislatura ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Ministros_del_Gobierno_de_Espa�a_de_la_II_Legislatura ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Pol�ticos_de_Castilla-La_Mancha ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Presidentes_del_Consejo_de_Estado_de_Espa�a ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Juristas_de_Espa�a_del_siglo_XX ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Alumnado_de_la_Universidad_Cat�lica_de_Asunci�n ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Cat�licos_de_Paraguay ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Gobernantes_que_fueron_destituidos ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Miembros_del_Collar_de_la_Orden_del_Libertador_San_Mart�n ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Obispos_de_Paraguay ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Pol�ticos_cat�licos ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Presidentes_de_Paraguay ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Presidentes_de_la_Unasur ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Socialistas_del_Paraguay ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Soci�logos_de_Paraguay ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Alumnado_de_la_Pontificia_Universidad_Gregoriana ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Itapuenses ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Gobernadores_de_Quer�taro ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Alumnado_de_la_Universidad_Nacional_del_Litoral ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Convencionales_constituyentes_de_Argentina_en_1994 ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Diputados_del_Congreso_de_la_Naci�n_Argentina_por_Formosa ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Embajadores_de_Argentina_en_Paraguay ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Gobernadores_de_Formosa ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Pol�ticos_de_Formosa ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Formose�os_(capital) ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Independencia_de_Chile ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Patriotas_en_la_Guerra_de_Independencia_de_Chile ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Senadores_de_Chile_en_el_siglo_XIX ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Ministros_de_la_Corte_Suprema_de_Justicia_de_Chile ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Villismo ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Ministros_de_Estado_de_Manuel_Montt ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Ministros_de_Justicia_de_Chile ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Ministros_del_Interior_de_Chile ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Administradores_Civiles_del_Estado ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Gobernadores_civiles_de_Las_Palmas ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Gobernadores_civiles_de_Le�n ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Gobernadores_civiles_de_Zaragoza ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Golpe_de_Estado_en_Espa�a_de_1981 ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Jefes_provinciales_del_Movimiento ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Nacidos_en_la_provincia_de_�vila ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Premio_Castilla_y_Le�n_de_los_Valores_Humanos ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Subsecretarios_de_Espa�a ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Agr�nomos_de_Colombia ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Cale�os ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Gobernadores_del_Valle_del_Cauca ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Ingenieros_de_Colombia ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Alumnado_de_la_Universidad_del_Valle ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Alumnado_de_la_Universidad_Icesi ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Diputados_Constituyentes_de_1917_de_M�xico ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Gobernadores_de_Colima ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Neoleoneses ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Pol�ticos_de_Colima ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Alcaldes_de_La_Paz ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Alumnado_de_la_Universidad_Mayor_Real_y_Pontificia_San_Francisco_Xavier_de_Chuquisaca ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Gobernadores_del_Reino_de_Chile ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Historia_colonial_de_Chile ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Pace�os ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Historia_de_Bolivia ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Alumnado_de_la_Universidad_de_Deusto ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Caso_ERE ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Consejeros_de_Fomento_de_la_Junta_de_Andaluc�a ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Consejeros_de_Salud_de_la_Junta_de_Andaluc�a ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Diputados_de_la_VIII_Legislatura_del_Parlamento_de_Andaluc�a ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Diputados_de_la_VII_Legislatura_del_Parlamento_de_Andaluc�a ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Diputados_del_Parlamento_de_Andaluc�a_por_la_circunscripci�n_electoral_de_Ja�n ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Jiennenses ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Senadores_por_designaci�n_del_Parlamento_de_Andaluc�a ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Alumnado_de_la_Universidad_Pontificia_Comillas ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Personas_de_la_provincia_de_Ja�n ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Fernand_Bouisson ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Fernando_Freire_Garc�a_de_la_Huerta ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Fernando_Ledesma ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Fernando_Lugo ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Fernando_�valos_(gobernador) ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Floro_Eleuterio_Bogado ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Francisco_Antonio_P�rez ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Francisco_Carrera_Torres ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Francisco_Javier_Ovalle ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Francisco_La�na ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Francisco_Lourido ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Francisco_Ram�rez_Villarreal ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Francisco_Tadeo_D�ez_de_Medina ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Francisco_Vallejo_Serrano ,
 http://es.dbpedia.org/property/almam�ter , http://es.dbpedia.org/resource/Pontificia_Universidad_Gregoriana ,
 http://es.dbpedia.org/property/almam�ter , http://es.dbpedia.org/resource/Universidad_Cat�lica_Nuestra_Se�ora_de_la_Asunci�n ,
 http://es.dbpedia.org/property/apellidos , NARANJO ,
 http://es.dbpedia.org/property/apellidos , DE LA GARZA TREVI�O ,
 http://es.dbpedia.org/property/autor , Cavieres Figueroa, Eduardo ,
 http://es.dbpedia.org/property/autor , Fellman Velarde, Jos� ,
 http://es.dbpedia.org/property/a�o , 1935 ,
 http://es.dbpedia.org/property/a�o , 1973 ,
 http://es.dbpedia.org/property/a�o , 1976 ,
 http://es.dbpedia.org/property/a�o , 1998 ,
 http://es.dbpedia.org/property/cargo , 111 ,
 http://es.dbpedia.org/property/cargo , 35 ,
 http://es.dbpedia.org/property/cargo , http://es.dbpedia.org/resource/Ministerio_de_Justicia_(Espa�a) ,
 http://es.dbpedia.org/property/cargo , http://es.dbpedia.org/resource/Consejo_de_Estado_(Espa�a) ,
 http://es.dbpedia.org/property/cargo , 48 ,
 http://es.dbpedia.org/property/cargo , http://es.dbpedia.org/resource/Di�cesis_de_San_Pedro ,
 http://es.dbpedia.org/property/cargo , http://es.dbpedia.org/resource/Presidente_pro_tempore_de_la_Unasur ,
 http://es.dbpedia.org/property/cargo , http://es.dbpedia.org/resource/Congreso_de_Paraguay ,
 http://es.dbpedia.org/property/cargo , http://es.dbpedia.org/resource/Anexo:Gobernantes_de_Quer�taro ,
 http://es.dbpedia.org/property/cargo , http://es.dbpedia.org/resource/Anexo:Gobernadores_de_la_provincia_de_Formosa ,
 http://es.dbpedia.org/property/cargo , Embajador de Argentina en Paraguay ,
 http://es.dbpedia.org/property/cargo , http://es.dbpedia.org/resource/Anexo:Gobernantes_de_San_Luis_Potos� ,
 http://es.dbpedia.org/property/cargo , http://es.dbpedia.org/resource/Ministerio_del_Interior_y_Seguridad_P�blica_(Chile) ,
 http://es.dbpedia.org/property/cargo , http://es.dbpedia.org/resource/Ministerio_de_Justicia_y_Derechos_Humanos_(Chile) ,
 http://es.dbpedia.org/property/cargo , Gobernador civil de Le�n ,
 http://es.dbpedia.org/property/cargo , Gobernador civil de Zaragoza ,
 http://es.dbpedia.org/property/cargo , Gobernador civil de Las Palmas ,
 http://es.dbpedia.org/property/cargo , Director de la Seguridad del Estado ,
 http://es.dbpedia.org/property/cargo , Gobernador civil de la provincia de Las Palmas ,
 http://es.dbpedia.org/property/cargo , Gobernador civil de la provincia de Le�n ,
 http://es.dbpedia.org/property/cargo , Jefe de la Comisi�n Permanente de secretarios de Estado y de subsecretarios ,
 http://es.dbpedia.org/property/cargo , Gobernador del Valle del Cauca ,
 http://es.dbpedia.org/property/cargo , (Constituyente de 1917) ,
 http://es.dbpedia.org/property/cargo , http://es.dbpedia.org/resource/Anexo:Gobernadores_coloniales_de_Chile ,
 http://es.dbpedia.org/property/cargo , Interino ,
 http://es.dbpedia.org/property/cargo , http://es.dbpedia.org/resource/Junta_de_Andaluc�a ,
 http://es.dbpedia.org/property/cargo , Diputado del Parlamento de Andaluc�a ,
 http://es.dbpedia.org/property/cargo , Senador de las Cortes Generales de Espa�a ,
 http://es.dbpedia.org/property/c�nyuge , Mar�a Walker Linares ,
 http://es.dbpedia.org/property/c�nyuge , http://es.dbpedia.org/resource/Adriana_Bortolozzi ,
 http://es.dbpedia.org/property/c�nyuge , Carolina Isaza de Lourido ,
 http://es.dbpedia.org/property/c�nyuge , Micaela del Castillo ,
 http://es.dbpedia.org/property/distrito , http://es.dbpedia.org/resource/Provincia_de_Biob�o ,
 http://es.dbpedia.org/property/distrito , San Felipe, Putaendo y Los Andes ,
 http://es.dbpedia.org/property/distrito , http://es.dbpedia.org/resource/Circunscripci�n_electoral_de_Valladolid ,
 http://es.dbpedia.org/property/distrito , http://es.dbpedia.org/resource/Provincia_de_Formosa ,
 http://es.dbpedia.org/property/distrito , http://es.dbpedia.org/resource/Distrito_electoral_federal_1_de_Colima ,
 http://es.dbpedia.org/property/distrito , http://es.dbpedia.org/resource/Circunscripci�n_electoral_de_Ja�n ,
 http://es.dbpedia.org/property/distrito , designaci�n del Parlamento de Andaluc�a ,
 http://es.dbpedia.org/property/edici�n , Imprenta Editorial "Cosmos" ,
 http://es.dbpedia.org/property/edici�n , Librer�a de Manuel Porr�a" ,
 http://es.dbpedia.org/property/editorial , Los Amigos del Libro ,
 http://es.dbpedia.org/property/embajadorde , Argentina ,
 http://es.dbpedia.org/property/escudo , Escudo del Consejo de Estado de Espa�a.svg ,
 http://es.dbpedia.org/property/escudo , Template-Bishop.svg ,
 http://es.dbpedia.org/property/escudo , Coat of arms of Paraguay.svg ,
 http://es.dbpedia.org/property/escudo , Emblem of the Union of South American Nations.svg ,
 http://es.dbpedia.org/property/escudo , Coat of arms of Paraguay .svg ,
 http://es.dbpedia.org/property/escudo , Coat of arms of Queretaro.svg ,
 http://es.dbpedia.org/property/escudo , Escudo de la Provincia de Formosa.svg ,
 http://es.dbpedia.org/property/escudo , Coat of arms of Chile .svg ,
 http://es.dbpedia.org/property/escudo , Coat_of_arms_of_San_Luis_Potosi.svg ,
 http://es.dbpedia.org/property/escudo , Escudo del Valle del Cauca.svg ,
 http://es.dbpedia.org/property/escudo , Royal Coat of Arms of Spain  Golden Fleece Variant.svg ,
 http://es.dbpedia.org/property/escudo , Emblema de la Junta de Andaluc�a.svg ,
 http://es.dbpedia.org/property/escudo , Escudo de Andaluc�a .svg ,
 http://es.dbpedia.org/property/fechaDeFallecimiento , 10 ,
 http://es.dbpedia.org/property/fechaDeFallecimiento , 1803 ,
 http://es.dbpedia.org/property/fechaDeNacimiento , 1764 ,
 http://es.dbpedia.org/property/fechaDeNacimiento , 1725 ,
 http://es.dbpedia.org/property/fechamuerte , --05-15 ,
 http://es.dbpedia.org/property/fechanac , --01-21 ,
 http://es.dbpedia.org/property/final , 1912 ,
 http://es.dbpedia.org/property/final , 1924 ,
 http://es.dbpedia.org/property/final , 1991 ,
 http://es.dbpedia.org/property/final , --12-10 ,
 http://es.dbpedia.org/property/final , --12-12 ,
 http://es.dbpedia.org/property/final , 1976 ,
 http://es.dbpedia.org/property/final , 1977 ,
 http://es.dbpedia.org/property/final , junio de 1980 ,
 http://es.dbpedia.org/property/final , --04-23 ,
 http://es.dbpedia.org/property/final , --04-19 ,
 http://es.dbpedia.org/property/final , --04-29 ,
 http://es.dbpedia.org/property/firma , Firma de Fernando Lugo.png ,
 http://es.dbpedia.org/property/gobernador , http://es.dbpedia.org/resource/Gildo_Insfr�n ,
 http://es.dbpedia.org/property/hijos , dos ,
 http://es.dbpedia.org/property/hijos , Guillermo Armindo Lugo Carrillo ,
 http://es.dbpedia.org/property/hijos , �ngel Ariel Lugo Delacruz ,
 http://es.dbpedia.org/property/hijos , Sebasti�n Lourido Isaza ,
 http://es.dbpedia.org/property/imagen , Fernand Bouisson 1931.jpg ,
 http://es.dbpedia.org/property/imagen , Eduardo Sotillos ofrece la rueda de prensa posterior al Consejo de Ministros junto al ministro de Justicia. Pool Moncloa. 2 de febrero de 1983 .jpeg ,
 http://es.dbpedia.org/property/imagen , Fernando Lugo Mendez Py .jpg ,
 http://es.dbpedia.org/property/imagen , Floro Eleuterio Bogado.jpg ,
 http://es.dbpedia.org/property/imagen , Francisco Antonio Perez.jpg ,
 http://es.dbpedia.org/property/imagen , Franciscovallejo.JPG ,
 http://es.dbpedia.org/property/inicio , 1909 ,
 http://es.dbpedia.org/property/inicio , 1989 ,
 http://es.dbpedia.org/property/inicio , --12-10 ,
 http://es.dbpedia.org/property/inicio , ? 1974 ,
 http://es.dbpedia.org/property/inicio , ? 1976 ,
 http://es.dbpedia.org/property/inicio , ?  13 de junio de 1980 ,
 http://es.dbpedia.org/property/inicio , ? julio de 1977 ,
 http://es.dbpedia.org/property/inicio , 31 ,
 http://es.dbpedia.org/property/inicio , --04-18 ,
 http://es.dbpedia.org/property/inicio , --05-19 ,
 http://es.dbpedia.org/property/inicio , --08-02 ,
 http://es.dbpedia.org/property/lugarDeFallecimiento , http://es.dbpedia.org/resource/Antibes ,
 http://es.dbpedia.org/property/lugarDeFallecimiento , Buenos Aires,  Argentina ,
 http://es.dbpedia.org/property/lugarDeFallecimiento , Ciudad de M�xico ,
 http://es.dbpedia.org/property/lugarDeFallecimiento , Santiago, Capitan�a General de Chile, ,
 http://es.dbpedia.org/property/lugarDeFallecimiento , Santiago, Capitan�a General de Chile, Reino de Espa�a ,
 http://es.dbpedia.org/property/lugarDeNacimiento , http://es.dbpedia.org/resource/Constantina_(Argelia) ,
 http://es.dbpedia.org/property/lugarDeNacimiento , http://es.dbpedia.org/resource/Toledo ,
 http://es.dbpedia.org/property/lugarDeNacimiento , San Pedro del Paran�, Paraguay ,
 http://es.dbpedia.org/property/lugarDeNacimiento , Formosa,  Argentina ,
 http://es.dbpedia.org/property/lugarDeNacimiento , Santiago, Capitan�a General de Chile, Imperio espa�ol ,
 http://es.dbpedia.org/property/lugarDeNacimiento , Santiago, Gobernaci�n de Chile, Reino de Espa�a ,
 http://es.dbpedia.org/property/lugarDeNacimiento , http://es.dbpedia.org/resource/La_Carrera_(�vila) ,
 http://es.dbpedia.org/property/lugarDeNacimiento , http://es.dbpedia.org/resource/Valle_del_Cauca ,
 http://es.dbpedia.org/property/lugarDeNacimiento , http://es.dbpedia.org/resource/Cali ,
 http://es.dbpedia.org/property/lugarDeNacimiento , Saltillo, Coahuila ,
 http://es.dbpedia.org/property/lugarDeNacimiento , La Paz, Virreinato del R�o de la Plata, ,
 http://es.dbpedia.org/property/lugarDeNacimiento , La Paz, Virreinato del R�o de la Plata, Reino de Espa�a ,
 http://es.dbpedia.org/property/lugarDeNacimiento , http://es.dbpedia.org/resource/Alcaudete ,
 http://es.dbpedia.org/property/lugarmuerte , Panquehue, Chile ,
 http://es.dbpedia.org/property/lugarnac , Santiago, Chile ,
 http://es.dbpedia.org/property/nombre , Fernand Bouisson ,
 http://es.dbpedia.org/property/nombre , Fernando Ledesma ,
 http://es.dbpedia.org/property/nombre , Fernando Lugo ,
 http://es.dbpedia.org/property/nombre , Fernando �valos ,
 http://es.dbpedia.org/property/nombre , Floro Eleuterio Bogado ,
 http://es.dbpedia.org/property/nombre , Francisco Antonio P�rez Salas ,
 http://es.dbpedia.org/property/nombre , Ciro ,
 http://es.dbpedia.org/property/nombre , Francisco Javier Ovalle Bezanilla ,
 http://es.dbpedia.org/property/nombre , Francisco La�na ,
 http://es.dbpedia.org/property/nombre , Francisco Jos� Lourido Mu�oz ,
 http://es.dbpedia.org/property/nombre , Francisco Ram�rez Villarreal ,
 http://es.dbpedia.org/property/nombre , Francisco Tadeo D�ez de Medina ,
 http://es.dbpedia.org/property/nombreDeNacimiento , Francisco Tadeo D�ez de Medina ,
 http://es.dbpedia.org/property/ocupaci�n , http://es.dbpedia.org/resource/Alcalde ,
 http://es.dbpedia.org/property/ocupaci�n , http://es.dbpedia.org/resource/Juez ,
 http://es.dbpedia.org/property/padres , Diego P�rez Holgu�n y Esperanza Flores ,
 http://es.dbpedia.org/property/partido , http://es.dbpedia.org/resource/Partido_Liberal_Democr�tico_(Chile,_1893-1932) ,
 http://es.dbpedia.org/property/partido , http://es.dbpedia.org/resource/Frente_Guas� ,
 http://es.dbpedia.org/property/partido , http://es.dbpedia.org/resource/Uni�n_de_Centro_Democr�tico ,
 http://es.dbpedia.org/property/partido , http://es.dbpedia.org/resource/Falange_Espa�ola_Tradicionalista_y_de_las_Juntas_de_Ofensiva_Nacional_Sindicalista ,
 http://es.dbpedia.org/property/pa�s , OCDE ,
 http://es.dbpedia.org/property/pa�s , Paraguay ,
 http://es.dbpedia.org/property/per�odo , 25 ,
 http://es.dbpedia.org/property/per�odo , 13 ,
 http://es.dbpedia.org/property/per�odo , 1974 ,
 http://es.dbpedia.org/property/per�odo , julio de 1977-junio de 1980 ,
 http://es.dbpedia.org/property/per�odo , 1917 ,
 http://es.dbpedia.org/property/pieimagen , Felipe Morand� Lav�n en 2010. ,
 http://es.dbpedia.org/property/pieimagen ,  ,
 http://es.dbpedia.org/property/pieimagen , (Fotografiado en 1983 en La Moncloa) ,
 http://es.dbpedia.org/property/pieimagen , Francisco Antonio P�rez ,
 http://es.dbpedia.org/property/posgrado , Universidad Cat�lica de Chile y Universidad de Minnesota ,
 http://es.dbpedia.org/property/predecesor , http://es.dbpedia.org/resource/Ren�_Cort�zar ,
 http://es.dbpedia.org/property/predecesor , http://es.dbpedia.org/resource/Pierre-�tienne_Flandin ,
 http://es.dbpedia.org/property/predecesor , http://es.dbpedia.org/resource/Pedro_Montenegro_Onel ,
 http://es.dbpedia.org/property/predecesor , http://es.dbpedia.org/resource/Enrique_Garc�a-Huidobro_Cazotte ,
 http://es.dbpedia.org/property/predecesor , http://es.dbpedia.org/resource/P�o_Cabanillas ,
 http://es.dbpedia.org/property/predecesor , http://es.dbpedia.org/resource/Tom�s_de_la_Quadra-Salcedo ,
 http://es.dbpedia.org/property/predecesor , http://es.dbpedia.org/resource/Nicanor_Duarte_Frutos ,
 http://es.dbpedia.org/property/predecesor , http://es.dbpedia.org/resource/Bharrat_Jagdeo ,
 http://es.dbpedia.org/property/predecesor , �scar P�ez Garcete ,
 http://es.dbpedia.org/property/predecesor , http://es.dbpedia.org/resource/Francisco_Ram�rez_Luque ,
 http://es.dbpedia.org/property/predecesor , http://es.dbpedia.org/resource/Gildo_Insfr�n ,
 http://es.dbpedia.org/property/predecesor , Ezio Jos� Massa ,
 http://es.dbpedia.org/property/predecesor , http://es.dbpedia.org/resource/Juan_Jos�_Carrera ,
 http://es.dbpedia.org/property/predecesor , http://es.dbpedia.org/resource/Agust�n_Garcia_Hern�ndez ,
 http://es.dbpedia.org/property/predecesor , http://es.dbpedia.org/resource/Silvestre_Ochagav�a_Err�zuriz ,
 http://es.dbpedia.org/property/predecesor , http://es.dbpedia.org/resource/Antonio_Varas ,
 http://es.dbpedia.org/property/predecesor , http://es.dbpedia.org/resource/Luis_Ameijide_Aguiar ,
 http://es.dbpedia.org/property/predecesor , http://es.dbpedia.org/resource/Salvador_Escandell_Cort�s ,
 http://es.dbpedia.org/property/predecesor , http://es.dbpedia.org/resource/Vicente_Segrelles_Chillida ,
 http://es.dbpedia.org/property/predecesor , http://es.dbpedia.org/resource/Luis_Alberto_Salazar-Simpson ,
 http://es.dbpedia.org/property/predecesor , http://es.dbpedia.org/resource/Juan_Carlos_Abad�a ,
 http://es.dbpedia.org/property/predecesor , http://es.dbpedia.org/resource/Felipe_Valle ,
 http://es.dbpedia.org/property/predecesor , http://es.dbpedia.org/resource/Joaqu�n_del_Pino ,
 http://es.dbpedia.org/property/predecesor , http://es.dbpedia.org/resource/Jos�_de_Santiago_Concha_Jim�nez_Lobat�n ,
 http://es.dbpedia.org/property/predecesor , http://es.dbpedia.org/resource/Jos�_Luis_Garc�a_de_Arboleya ,
 http://es.dbpedia.org/property/predecesor , http://es.dbpedia.org/resource/Juan_Jos�_L�pez_Martos ,
 http://es.dbpedia.org/property/predecesor , Cargo creado ,
 http://es.dbpedia.org/property/predecesora , http://es.dbpedia.org/resource/Claudia_Serrano ,
 http://es.dbpedia.org/property/presidente , http://es.dbpedia.org/resource/Manuel_Montt ,
 http://es.dbpedia.org/property/presidente , http://es.dbpedia.org/resource/Manuel_Chaves ,
 http://es.dbpedia.org/property/profesi�n , Licenciado en Ciencias religiosas ,
 http://es.dbpedia.org/property/profesi�n , Abogado ,
 http://es.dbpedia.org/property/profesi�n , pol�tico, abogado ,
 http://es.dbpedia.org/property/profesi�n , http://es.dbpedia.org/resource/Funcionario_p�blico_(Espa�a) ,
 http://es.dbpedia.org/property/profesi�n , Ingeniero Agr�nomo ,
 http://es.dbpedia.org/property/profesi�n , Licenciado en Derecho por la Universidad de Deusto y en Ciencias Empresariales por ICADE ,
 http://es.dbpedia.org/property/residencia , http://es.dbpedia.org/resource/Santiago_de_Chile ,
 http://es.dbpedia.org/property/residencia , Lambar�, Paraguay ,
 http://es.dbpedia.org/property/residencia , http://es.dbpedia.org/resource/Cali ,
 http://es.dbpedia.org/property/residencia , Cali, ,
 http://es.dbpedia.org/property/sitioweb , http://www.fmorande.com/ ,
 http://es.dbpedia.org/property/sucesor , http://es.dbpedia.org/resource/Pedro_Pablo_Err�zuriz ,
 http://es.dbpedia.org/property/sucesor , http://es.dbpedia.org/resource/Pierre_Laval ,
