PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,PLANTA,PUERTA,ESCALERAS,ORIENTACION,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO,Column
4556411,Instalación Deportiva Municipal Básica Club Deportivo Alzola,,,,"Bus: 6 , 60 , 131.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=25494bb2984e1110VgnVCM1000000b205a0aRCRD,SEGURA,CALLE,V,74,,,,"c/v Gainza, 22",MADRID,MADRID,28041,1,ORCASITAS,12,USERA,439033,4469053,40.3679445,-3.719398064,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
5940483,Instalación Deportiva Municipal Básica Cocheras (Ciudad Lineal),,,,"Bus: 15 , 28 , 71 , 110 , 113 , 210.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0aca0c7f53bed210VgnVCM1000000b205a0aRCRD,SAN LAMBERTO,CALLE,V,s/n,,,,,MADRID,MADRID,28017,1,VENTAS,15,CIUDAD LINEAL,445018,4475056,40.42244011,-3.649439161,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
4528738,Instalación Deportiva Municipal Básica Cocheras (Retiro),,,,"Metro: Pacífico  Bus: 8 , 10 , 24 , 37 , 54 , 56 , 57 , 136 ,141  Bicicletas:    Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4405ad5b81301110VgnVCM1000000b205a0aRCRD,COCHERAS,CALLE,V,1,,,,,MADRID,MADRID,28007,1,PACIFICO,3,RETIRO,442610,4472449,40.40067338,-3.676298173,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4560062,Instalación Deportiva Municipal Básica Colombia,,,,"Metro: ColombiaBus: 7 , 11 , 40 , 52 , 87",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=af26de1d88402110VgnVCM1000000b205a0aRCRD,COLOMBIA,CALLE,V,59,,,,,MADRID,MADRID,28016,4,HISPANOAMERICA,5,CHAMARTIN,443369,4478989,40.45775979,-3.669215881,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje, 
4543102,Instalación Deportiva Municipal Básica Colonia Euskalduna,,,pistas de fútbol sala,"Metro: Villaverde bajo CruceBus: 18 , 86 , 116Cercanías: Puente Alcocer",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c137874b8f61110VgnVCM1000000b205a0aRCRD,HERMANDAD DE DONANTES DE SANGRE,CALLE,V,7,,,,,MADRID,MADRID,28041,5,LOS ANGELES,17,VILLAVERDE,440690,4467556,40.35456935,-3.699754646,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
4583089,Instalación Deportiva Municipal Básica Colonia los Taxistas,,,,Bus: 141,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=21dbde6b48db2110VgnVCM1000000b205a0aRCRD,SIERRA DE CUERDA LARGA,CALLE,V,"41, 43, 45 y 47",,,,,MADRID,MADRID,28038,6,NUMANCIA,13,PUENTE DE VALLECAS,444378,4472533,40.39966893,-3.656750264,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4543975,Instalación Deportiva Municipal Básica Colonia Marconi,,,,Bus: 79,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b538004f7471110VgnVCM1000000b205a0aRCRD,MARCONI,AVENIDA,V,s/n,,,,,MADRID,MADRID,28021,,SAN ANDRES,,VILLAVERDE,441234,4465260,40.33393325,-3.6931254,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasTenisBadminton, 
4542504,Instalación Deportiva Municipal Básica Colonia San Cristóbal de Los Ángeles,,,,"Metro: San CristóbalBus: 59, 79",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=adab8e71e6e61110VgnVCM1000000b205a0aRCRD,ROCAFORT,CALLE,V,s/n,,,,Detrás de E. I. Los Pinos.,MADRID,MADRID,28021,2,SAN CRISTOBAL,17,VILLAVERDE,441530,4466052,40.34108884,-3.689725364,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
4581472,Instalación Deportiva Municipal Básica Colonia Sierra del Valle,,,,"Metro: PortazgoBus: 10 , 54 , 57 , 58 , 103 , 310",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d1370aec7b7b2110VgnVCM1000000b205a0aRCRD,PAYASO FOFO,CALLE,V,7,,,,,MADRID,MADRID,28018,3,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,444107,4471556,40.39084029,-3.659869318,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4579784,Instalación Deportiva Municipal Básica Concejal Gabriel Fernández (Parque Cuña Verde),,,pistas de polideportivas (baloncesto ,"Metro: LagunaBus: 25 , 31 , 55 , 119 , 138.Renfe: Laguna",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=df6fb1d084ea2110VgnVCM2000000c205a0aRCRD,CUART DE POBLET,CALLE,V,6,,,,c/v Duquesa de Parcent,MADRID,MADRID,28047,3,LUCERO,10,LATINA,436305,4472321,40.39717972,-3.751854609,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
4548726,Instalación Deportiva Municipal Básica Conde Duque,,,"pista de fútbol sala, pista de bolos ","Metro: San Bernardo , Noviciado , Ventura Rodríguez.Bus: 1 , 2 , 21 , 44 , 47 , 74 , 133 , 202 , C.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42fed03df9c91110VgnVCM2000000c205a0aRCRD,SANTA CRUZ DE MARCENADO,CALLE,V,21,,,,,MADRID,MADRID,28015,5,UNIVERSIDAD,1,CENTRO,439742,4475605,40.42890457,-3.710390334,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4548924,Instalación Deportiva Municipal Básica Condesa de Venadito,,,,"Bus: 11 , 21 , 53 , 70 , 114 , 115 , 122 , 200.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=000ebea9e0d91110VgnVCM1000000b205a0aRCRD,CONDESA DE VENADITO,CALLE,V,7,,,,,MADRID,MADRID,28027,5,SAN PASCUAL,15,CIUDAD LINEAL,444628,4477362,40.44505998,-3.652958563,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
6345083,Instalación Deportiva Municipal Básica Cordel de Pavones,,,,"Metro: ValdebernardoBus: 8 , 71 , 130",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2eace1fffb1f5310VgnVCM2000000c205a0aRCRD,CORDEL DE PAVONES,CALLE,V,11,,,,,MADRID,MADRID,28032,1,CASCO H.VICALVARO,19,VICALVARO,447617,4472536,40.39990644,-3.618584056,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
6345642,Instalación Deportiva Municipal Básica Cordel de Pavones I,,,,"Metro: VicálvaroBus: 4 , 100 , 106 , 130",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b541c4c4222f5310VgnVCM2000000c205a0aRCRD,CORDEL DE PAVONES,CALLE,V,9,,,,,MADRID,MADRID,28032,,AMBROZ,,VICALVARO,448471,4473573,40.40930182,-3.608605092,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
5935266,Instalación Deportiva Municipal Básica Corregidor Diego de Valderrábano,,,pistas de baloncestopista de fútbol sala,"Metro: Estrella.Bus: 8 , 20 , 30 , 32 , 113.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f796e6292bdd210VgnVCM1000000b205a0aRCRD,CORREGIDOR DIEGO DE VALDERRABANO,CALLE,V,24,,,,,MADRID,MADRID,28030,4,MEDIA LEGUA,14,MORATALAZ,444207,4473615,40.40940475,-3.65886025,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
5785030,Instalación Deportiva Municipal Básica Cuevas de Almanzora,,,pista de fútbol sala,"Metro: ManoterasBus: 7 , 29 , 129",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=467ce76a0948a210VgnVCM2000000c205a0aRCRD,MOJACAR,CALLE,V,2,,,,,MADRID,MADRID,28033,5,APOSTOL SANTIAGO,16,HORTALEZA,444216,4481177,40.47940889,-3.658140197,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4629952,Instalación Deportiva Municipal Básica Cuña Verde,,,,Metro: Valdezarza Bus: 128,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cbf0dfd39c794110VgnVCM1000000b205a0aRCRD,CUÑA VERDE VILLAAMIL,INST. DEPORTIVA BASICA,T,126,,,,,MADRID,MADRID,,,,,DISTRITO,439663,4479898,40.46756884,-3.711731085,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
4527131,Instalación Deportiva Municipal Básica C. F. Nuestra Señora del Buen Camino,,,,"Bus: 160 , 161 , I.Renfe: Aravaca",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8789e08dc3ee0110VgnVCM1000000b205a0aRCRD,RIO ZANCARA,GLORIETA,V,1,,,,,MADRID,MADRID,28023,7,ARAVACA,9,MONCLOA-ARAVACA,434004,4478507,40.45272562,-3.779609554,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
4555783,Instalación Deportiva Municipal Básica David González Rubio,,,,"Bus: 81 , 121",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=948631437ffd1110VgnVCM1000000b205a0aRCRD,DOCTOR TOLOSA LATOUR,CALLE,V,06-oct,,,,Parque Pradolongo,MADRID,MADRID,28041,2,ORCASUR,12,USERA,440495,4469851,40.37523915,-3.702253696,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
6300758,Instalación Deportiva Municipal Básica de Ribadeo y Verín,,,"pista de baloncesto, pista de fútbol-sala","Metro: FuencarralBus: 128, 132, 137, 49, 83",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b72a40a4a8915310VgnVCM2000000c205a0aRCRD,INTERIORES ENTRE PLAZA RIBADEO,PLAZAS,V,1,,,,Y PLAZA VERIN,MADRID,MADRID,28029,4,EL PILAR,8,FUENCARRAL-EL PARDO,439755,4481010,40.47758382,-3.710751458,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
4566204,Instalación Deportiva Municipal Básica Dehesa del Príncipe,,,,"Bus: 39 , 139Metro: Cuatro VientosRenfe: Cuatro Vientos",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f06fd8cbe5d22110VgnVCM1000000b205a0aRCRD,ARQUEROS,AVENIDA,V,29,,,,,MADRID,MADRID,28024,5,CAMPAMENTO,10,LATINA,432598,4470356,40.37918609,-3.795324392,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
6300709,Instalación Deportiva Municipal Básica del Poblado Dirigido (Olesa de Montserrat),,,,Bus: 124,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=505e9e6f97915310VgnVCM2000000c205a0aRCRD,CARDENAL HERRERA ORIA,AVENIDA,V,108,,,,,MADRID,MADRID,28034,,,,FUENCARRAL-EL PARDO,441168,4482448,40.49063911,-3.694227756,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4554593,Instalación Deportiva Municipal Básica Diana,,,,"Metro:  Alameda de OsunaBus: 101 , 105 , 112 , 114 , 115 , 151",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c232ee4851bd1110VgnVCM1000000b205a0aRCRD,GALEON,CALLE,V,25,,,,,MADRID,MADRID,28042,1,ALAMEDA DE OSUNA,21,BARAJAS,450434,4478671,40.4572187,-3.584599955,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4549195,Instalación Deportiva Municipal Básica Doctor Cirajas,,,pistas de baloncesto,"Metro: Ciudad Lineal , Pueblo NuevoBus: 4 , 38 , 48 , 70 , 105 , 109 , 109",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7eb59c02f6d91110VgnVCM1000000b205a0aRCRD,DOCTOR CIRAJAS,CALLE,V,3,,,,,MADRID,MADRID,28017,2,PUEBLO NUEVO,15,CIUDAD LINEAL,446044,4476500,40.43551586,-3.637456361,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4543938,Instalación Deportiva Municipal Básica Doctor Vallejo-Nájera,,,,"Metro: Acacias , Pirámides.Bus: 34 , 36 , 116 , 118 , 119.Renfe: Embajadores.",j,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9f1e55ea6471110VgnVCM1000000b205a0aRCRD,GASOMETRO,CALLE,V,32,,,,c/v Vallejo Nájera,MADRID,MADRID,28005,2,ACACIAS,2,ARGANZUELA,439917,4472655,40.40233909,-3.708062142,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4546560,Instalación Deportiva Municipal Básica Drácena,,,pista de hockey,"Bus: 29 , 52 , 70 , 107.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=65c95f362cd81110VgnVCM1000000b205a0aRCRD,DRACENA,CALLE,V,42,,,,,MADRID,MADRID,28016,5,NUEVA ESPAÑA,5,CHAMARTIN,443301,4479502,40.46425776,-3.668784966,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
5716963,Instalación Deportiva Municipal Básica Duque de Sevilla,,,pista de patinaje,"Metro: Cruz del RayoBus: 9 , 29 , 52 , 73 , C.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bfd8516239129210VgnVCM1000000b205a0aRCRD,DUQUE DE SEVILLA,CALLE,V,1,,,,,MADRID,MADRID,28002,1,EL VISO,5,CHAMARTIN,442516,4477209,40.44166604,-3.67911425,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje, 
4547580,Instalación Deportiva Municipal Básica Echegaray,,,,"Metro: PavonesBus: 8 , 20 , 30 , 32 , 71 , 100 , 140 , 142 , 144.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1986f30a37391110VgnVCM2000000c205a0aRCRD,ENCOMIENDA DE PALACIOS,CALLE,V,324,,,,,MADRID,MADRID,28030,1,PAVONES,14,MORATALAZ,446173,4472246,40.39720166,-3.635574784,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
4584543,Instalación Deportiva Municipal Básica El Bosco,,,,"Bus: 63 , 141 , 143",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=39a4ed32dd2c2110VgnVCM1000000b205a0aRCRD,EL BOSCO,CALLE,V,14,,,,frente Ramón Pérez de Ayala,MADRID,MADRID,28038,6,NUMANCIA,13,PUENTE DE VALLECAS,444833,4472731,40.40148296,-3.651406031,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4540585,Instalación Deportiva Municipal Básica El Bosque,,,,"Bus: 7 , 29 , 70 , 107",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fe125696ed551110VgnVCM1000000b205a0aRCRD,GOLMAYO,PLAZA,V,17,,,,,MADRID,MADRID,28033,4,PINAR DEL REY,16,HORTALEZA,443890,4479818,40.46714774,-3.661856369,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
5785236,Instalación Deportiva Municipal Básica El Capricho I,,,,"Metro: El Capricho.Bus: 101 , 105 , 151.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=57308be7ed48a210VgnVCM2000000c205a0aRCRD,ALAMEDA DE OSUNA,PASEO,V,48,,,,,MADRID,MADRID,28042,1,ALAMEDA DE OSUNA,21,BARAJAS,449179,4478356,40.45430519,-3.59937562,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
4541995,Instalación Deportiva Municipal Básica El Cruce,,,,"Metro: Villaverde Bajo CruceBus: 22 , 59 , 79 , 130",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d84cf0980a61110VgnVCM1000000b205a0aRCRD,SANTIAGO AMON,CALLE,V,6y8,,,,,MADRID,MADRID,28021,5,LOS ANGELES,17,VILLAVERDE,441073,4466719,40.348947,-3.693879611,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
4544044,Instalación Deportiva Municipal Básica El Espinillo I,,,pista de patinaje,"Metro: Ciudad de los ÁngelesBus: 18 , 22 , 23 , 59 , 79 , 85 , 86 , 123",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4b0169ef89471110VgnVCM1000000b205a0aRCRD,TERTULIA,CALLE,V,7,,,,,MADRID,MADRID,28041,4,LOS ROSALES,17,VILLAVERDE,441289,4468328,40.36157552,-3.692760679,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje, 
5695077,Instalación Deportiva Municipal Básica El Espinillo III,,,,"Metro: Ciudad de los ÁngelesBus: 18 , 22 , 23 , 59 , 79 , 85 , 86 , 123",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c81844c95c9b8210VgnVCM2000000c205a0aRCRD,UNANIMIDAD,CALLE,V,s/n,,,,,MADRID,MADRID,28041,4,LOS ROSALES,17,VILLAVERDE,441245,4468328,40.36157241,-3.69327885,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
4527600,Instalación Deportiva Municipal Básica El Parque,,,,"Metro: Príncipe PíoBus: 25 , 33 , 39 , 41 , 46 , 75 , 138 , C.Renfe: Príncipe Pío",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6de7849491df0110VgnVCM1000000b205a0aRCRD,COMANDANTE FORTEA,PASEO,V,25,,,,,MADRID,MADRID,28008,1,CASA DE CAMPO,9,MONCLOA-ARAVACA,438042,4475494,40.42589472,-3.731697578,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4527918,Instalación Deportiva Municipal Básica El Plantío,,,,Bus: 162,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0dbff9ed8ddf0110VgnVCM1000000b205a0aRCRD,RAFAEL VILLA,CALLE,V,S/N,,,,esq. Carlos Dubois,MADRID,MADRID,28023,6,EL PLANTIO,9,MONCLOA-ARAVACA,430132,4480655,40.47175814,-3.825505782,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4555915,Instalación Deportiva Municipal Básica El Torero,,,,"Metro: UseraBus: 23 , 55 , 60",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=13562784040e1110VgnVCM1000000b205a0aRCRD,TORERO,CALLE,V,10,,,,c/v Antonio López (Parque El Torero),MADRID,MADRID,28026,5,MOSCARDO,12,USERA,440165,4471745,40.39227761,-3.706318952,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje, 
4548146,Instalación Deportiva Municipal Básica El Vandel,,,,"Bus: 30 , 100 , 140",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=18feabc170891110VgnVCM2000000c205a0aRCRD,FLORENCIO CANO CRISTOBAL,CALLE,V,9,,,,esq. Pasaje Poveda,MADRID,MADRID,28030,3,MARROQUINA,14,MORATALAZ,446353,4473492,40.41031893,-3.632280273,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
4557740,Instalación Deportiva Municipal Básica Electra,,,,"Metro: Torre AriasBus: 28 , 77, 105 , 140 , 153",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=200b97fcc9ae1110VgnVCM1000000b205a0aRCRD,CRONOS,CALLE,V,65,,,,,MADRID,MADRID,28037,1,SIMANCAS,20,SAN BLAS-CANILLEJAS,447620,4477128,40.44127421,-3.618927713,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
6206528,Instalación Deportiva Municipal Básica Enrique Tierno Galván,,,,"Bus: 62 , 88 , 148",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b138d840e4623310VgnVCM2000000c205a0aRCRD,ENRIQUE TIERNO GALVAN,PARQUE,T,,,,,,MADRID,MADRID,,,,,DISTRITO,441771,4471813,40.39487669,-3.686126235,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
4629031,Instalación Deportiva Municipal Básica Eros,,,,"Metro: Méndez ÁlvaroBus: 8 , 102 , 113 , 148 , 152Renfe: Méndez Álvaro",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bcceaba3b9194110VgnVCM1000000b205a0aRCRD,EROS,CALLE,V,6,,,,,MADRID,MADRID,28045,4,LEGAZPI,2,ARGANZUELA,442278,4471658,40.3935259,-3.680130934,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4557463,Instalación Deportiva Municipal Básica Esfinge,,,,"Metro: Torre AriasBus: 28 , 48 , 140 , 153",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e23950eb4ae1110VgnVCM1000000b205a0aRCRD,ESFINGE,CALLE,V,60,,,,c/v Circe,MADRID,MADRID,28022,7,CANILLEJAS,20,SAN BLAS-CANILLEJAS,448470,4477235,40.44229136,-3.608914309,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
4540393,Instalación Deportiva Municipal Básica Esperanza I - Club Virgen de la Esperanza,,,,"Metro: EsperanzaBus: 120 , 122.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=414fdc7deb551110VgnVCM1000000b205a0aRCRD,SILVANO,CALLE,V,65,,,,,MADRID,MADRID,28043,3,CANILLAS,16,HORTALEZA,445541,4479006,40.45993987,-3.642319355,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
5718683,Instalación Deportiva Municipal Básica Esperanza II,,,,"Metro: EsperanzaBus: 120 , 122.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b665f7513a629210VgnVCM1000000b205a0aRCRD,SILVANO,CALLE,V,61,,,,,MADRID,MADRID,28043,3,CANILLAS,16,HORTALEZA,445474,4478911,40.4590822,-3.643098932,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4528794,Instalación Deportiva Municipal Básica Estanque de las Tormentas,,,pistas de fútbol sala,"Bus: 160 , 161 , I.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e33d50aa44301110VgnVCM1000000b205a0aRCRD,ARROYO DE POZUELO,CALLE,V,S/N,,,,,MADRID,MADRID,28023,7,ARAVACA,9,MONCLOA-ARAVACA,433691,4478442,40.45211513,-3.783293739,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
5695803,Instalación Deportiva Municipal Básica Estefanita,,,pista de patinaje,"Bus: 85 , 713.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cc6a9ca899ab8210VgnVCM2000000c205a0aRCRD,ESTEFANITA,CALLE,V,7,,,,Detrás del CEIP El Greco,MADRID,MADRID,28021,3,BUTARQUE,17,VILLAVERDE,442655,4466342,40.345661,-3.675218554,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje, 
